# RMSE,MAPE,Lower quantile,Upper quantile,Integrated confidence interval,Fraction covered
2.809510e-02,1.631363e-02,6.324578e-01,6.561642e-01,1.366053e-02,3.478658e-01
8.416302e-02,3.548526e-02,8.408462e-01,8.704716e-01,1.366053e-02,4.920935e-01
6.328227e-02,2.311283e-02,8.043166e-01,8.464414e-01,1.366053e-02,7.394790e-01
7.761613e-02,2.813753e-02,6.228189e-01,6.566848e-01,1.366053e-02,7.992997e-01
4.980793e-02,1.830875e-02,7.964735e-01,8.369613e-01,1.366053e-02,8.258186e-01
6.037510e-02,2.848696e-02,7.355623e-01,7.662888e-01,1.366053e-02,4.638327e-01
6.891382e-02,2.308637e-02,8.223959e-01,8.569349e-01,1.366053e-02,7.886872e-01
6.299098e-02,2.471187e-02,7.286752e-01,7.556636e-01,1.366053e-02,6.330466e-01
4.114417e-02,2.016171e-02,6.064976e-01,6.354696e-01,1.366053e-02,8.109404e-01
8.491208e-02,4.710884e-02,6.858416e-01,7.167302e-01,1.366053e-02,2.692729e-01
1.998723e-01,5.587336e-02,7.745377e-01,8.225266e-01,1.366053e-02,4.994150e-01
3.454061e-02,2.361454e-02,6.361882e-01,6.589721e-01,1.366053e-02,5.007801e-01
3.773102e-02,2.208063e-02,6.361040e-01,6.665531e-01,1.366053e-02,2.528197e-01
6.041991e-02,2.718491e-02,8.395773e-01,8.657619e-01,1.366053e-02,4.362174e-01
9.054835e-02,3.549267e-02,7.648889e-01,7.901989e-01,1.366053e-02,5.733832e-01
4.335275e-02,2.508944e-02,7.319724e-01,7.738860e-01,1.366053e-02,8.496623e-01
7.543425e-02,2.721092e-02,6.357442e-01,6.622807e-01,1.366053e-02,6.783860e-01
1.125145e-01,5.202650e-02,8.271446e-01,8.580624e-01,1.366053e-02,3.162681e-01
1.887917e-01,1.104256e-01,6.354355e-01,6.708958e-01,1.366053e-02,1.195019e-01
6.377266e-02,1.988067e-02,7.387648e-01,7.742301e-01,1.366053e-02,5.450831e-01
8.905490e-02,4.214010e-02,6.278417e-01,6.585935e-01,1.366053e-02,3.361740e-01
8.499692e-02,3.278596e-02,8.403008e-01,8.674566e-01,1.366053e-02,5.480105e-01
3.557373e-02,1.921431e-02,7.345222e-01,7.558131e-01,1.366053e-02,6.764571e-01
7.018387e-02,3.668218e-02,5.920773e-01,6.260438e-01,1.366053e-02,2.301288e-01
6.682806e-02,2.905807e-02,6.137306e-01,6.513771e-01,1.366053e-02,6.988037e-01
3.334964e-02,2.179644e-02,5.921670e-01,6.191754e-01,1.366053e-02,5.322762e-01
5.453406e-02,3.704551e-02,4.904002e-01,5.259050e-01,1.366053e-02,1.454792e-01
3.287247e-02,1.614967e-02,6.514069e-01,6.706164e-01,1.366053e-02,7.283732e-01
8.843847e-02,5.883201e-02,6.444157e-01,6.846470e-01,1.366053e-02,1.587802e-01
3.572509e-02,1.434421e-02,6.391513e-01,6.598105e-01,1.366053e-02,7.788730e-01
9.042617e-02,2.743965e-02,7.831261e-01,8.054118e-01,1.366053e-02,5.167140e-01
3.927588e-02,2.155021e-02,7.294593e-01,7.481657e-01,1.366053e-02,6.585781e-01
3.016532e-02,1.806704e-02,6.988364e-01,7.225094e-01,1.366053e-02,4.703182e-01
6.451485e-02,2.745075e-02,7.148019e-01,7.457522e-01,1.366053e-02,7.049153e-01
4.513512e-02,1.985872e-02,7.782265e-01,8.062837e-01,1.366053e-02,7.806988e-01
8.485081e-02,4.487379e-02,7.562456e-01,7.935334e-01,1.366053e-02,1.969294e-01
7.783878e-02,3.510900e-02,7.471911e-01,7.858544e-01,1.366053e-02,5.042476e-01
4.767482e-02,2.358164e-02,5.383507e-01,5.806102e-01,1.366053e-02,8.171372e-01
4.753382e-02,1.932176e-02,6.477632e-01,6.725730e-01,1.366053e-02,7.532451e-01
1.001342e-01,4.332038e-02,7.806377e-01,8.307836e-01,1.366053e-02,7.434087e-01
3.439379e-02,1.640496e-02,6.477253e-01,6.793032e-01,1.366053e-02,8.188235e-01
8.507770e-02,2.838370e-02,6.791185e-01,7.019317e-01,1.366053e-02,2.057799e-01
4.179625e-02,2.496114e-02,7.729592e-01,8.028758e-01,1.366053e-02,6.673633e-01
4.383746e-02,1.944642e-02,7.063204e-01,7.281894e-01,1.366053e-02,6.826955e-01
6.782523e-02,3.250095e-02,7.355549e-01,7.734138e-01,1.366053e-02,5.645735e-01
5.978177e-02,3.612399e-02,5.300720e-01,5.718966e-01,1.366053e-02,5.149298e-01
4.717463e-02,3.009606e-02,7.316878e-01,7.676222e-01,1.366053e-02,4.437918e-01
6.165201e-02,2.902524e-02,7.792206e-01,8.203369e-01,1.366053e-02,4.904844e-01
5.665871e-02,2.084275e-02,7.701609e-01,7.960839e-01,1.366053e-02,3.518682e-01
3.822409e-02,1.968030e-02,5.579738e-01,5.771406e-01,1.366053e-02,3.009848e-01
3.533046e-02,1.941489e-02,6.543274e-01,6.747161e-01,1.366053e-02,1.769508e-01
7.963993e-02,3.256530e-02,7.256090e-01,7.434068e-01,1.366053e-02,6.209178e-01
3.806162e-02,1.726924e-02,6.825516e-01,7.058303e-01,1.366053e-02,7.013313e-01
8.895510e-02,6.225486e-02,6.976202e-01,7.638064e-01,1.366053e-02,2.609468e-01
5.487336e-02,2.415650e-02,6.240458e-01,6.548172e-01,1.366053e-02,7.713853e-01
5.536062e-02,2.789261e-02,6.976884e-01,7.315851e-01,1.366053e-02,7.077692e-01
6.083957e-02,2.506612e-02,7.828478e-01,8.182078e-01,1.366053e-02,6.674263e-01
5.662034e-02,2.627133e-02,7.712668e-01,7.974680e-01,1.366053e-02,2.078304e-01
1.487282e-01,3.273631e-02,7.919931e-01,8.255683e-01,1.366053e-02,7.109363e-01
6.534784e-02,2.458326e-02,7.707705e-01,7.859722e-01,1.366053e-02,4.124961e-01
3.081141e-02,1.789071e-02,7.240751e-01,7.624952e-01,1.366053e-02,7.381807e-01
9.923177e-02,3.970543e-02,8.647256e-01,8.980383e-01,1.366053e-02,6.454076e-01
5.631016e-02,2.090905e-02,7.391204e-01,7.641912e-01,1.366053e-02,7.177800e-01
4.127579e-02,2.336833e-02,7.157447e-01,7.447124e-01,1.366053e-02,4.625382e-01
3.451785e-02,2.435455e-02,7.215465e-01,7.686492e-01,1.366053e-02,6.336943e-01
7.256161e-02,3.527059e-02,7.679253e-01,8.068100e-01,1.366053e-02,7.278717e-01
5.325425e-02,3.264569e-02,6.590433e-01,6.927961e-01,1.366053e-02,2.383740e-01
