# RMSE,MAPE,Lower quantile,Upper quantile,Integrated confidence interval,Fraction covered
6.730145e-02,3.336831e-02,7.524770e-01,7.717338e-01,1.353679e-02,5.936926e-01
8.039154e-02,3.096615e-02,8.464301e-01,8.630724e-01,1.353679e-02,5.996194e-01
8.717238e-02,6.382658e-02,7.213323e-01,7.478409e-01,1.353679e-02,1.123429e-01
3.829945e-02,1.899539e-02,6.517003e-01,6.733639e-01,1.353679e-02,5.946778e-01
9.474280e-02,3.863465e-02,7.509146e-01,7.864370e-01,1.353679e-02,1.718178e-01
5.599846e-02,2.371225e-02,5.982597e-01,6.164714e-01,1.353679e-02,5.795355e-01
3.058679e-02,1.956620e-02,6.581511e-01,6.762460e-01,1.353679e-02,5.128852e-01
7.309166e-02,2.464703e-02,7.462208e-01,7.644754e-01,1.353679e-02,7.070415e-01
4.271705e-02,2.789628e-02,5.506160e-01,5.769480e-01,1.353679e-02,1.893935e-01
1.462408e-01,2.601692e-02,8.049293e-01,8.318999e-01,1.353679e-02,6.941841e-01
4.312795e-02,1.811788e-02,6.428998e-01,6.616978e-01,1.353679e-02,7.394159e-01
1.269143e-01,5.147939e-02,8.409575e-01,8.563527e-01,1.353679e-02,4.568807e-01
7.761747e-02,3.267957e-02,8.169847e-01,8.347456e-01,1.353679e-02,5.464822e-01
7.319468e-02,3.078467e-02,6.293929e-01,6.530197e-01,1.353679e-02,1.228819e-01
7.387590e-02,3.223271e-02,8.064229e-01,8.327790e-01,1.353679e-02,1.863169e-01
4.821007e-02,2.346347e-02,7.282807e-01,7.617431e-01,1.353679e-02,6.426138e-01
6.516958e-02,3.268247e-02,8.210155e-01,8.533982e-01,1.353679e-02,1.692569e-01
5.492492e-02,2.078212e-02,7.356049e-01,7.602102e-01,1.353679e-02,5.891769e-01
4.790580e-02,2.320530e-02,6.091576e-01,6.327693e-01,1.353679e-02,3.226823e-01
6.679768e-02,3.846413e-02,6.821830e-01,7.089047e-01,1.353679e-02,3.458376e-01
1.709509e-01,5.448530e-02,7.807151e-01,8.246306e-01,1.353679e-02,2.529384e-01
5.236399e-02,2.792938e-02,6.328202e-01,6.613512e-01,1.353679e-02,4.007975e-01
4.566954e-02,2.407953e-02,6.420079e-01,6.648974e-01,1.353679e-02,1.526279e-01
8.506069e-02,3.539683e-02,8.516524e-01,8.738796e-01,1.353679e-02,1.591823e-01
9.319433e-02,3.626171e-02,7.719894e-01,7.954816e-01,1.353679e-02,5.711183e-01
4.496403e-02,2.495837e-02,7.342447e-01,7.859176e-01,1.353679e-02,8.076368e-01
1.045667e-01,3.868839e-02,6.297486e-01,6.576455e-01,1.353679e-02,6.300205e-01
1.062277e-01,4.877129e-02,8.295161e-01,8.512272e-01,1.353679e-02,2.970418e-01
1.853447e-01,1.073027e-01,6.372200e-01,6.702349e-01,1.353679e-02,1.134520e-01
5.512834e-02,1.923133e-02,7.491658e-01,7.707884e-01,1.353679e-02,7.343809e-01
8.691136e-02,4.072640e-02,6.236640e-01,6.526289e-01,1.353679e-02,3.225599e-01
1.282339e-01,4.409035e-02,8.415090e-01,8.653671e-01,1.353679e-02,1.468769e-01
3.722279e-02,1.937624e-02,7.366013e-01,7.511465e-01,1.353679e-02,5.262730e-01
6.981999e-02,3.272081e-02,6.015891e-01,6.260782e-01,1.353679e-02,4.248727e-01
6.254593e-02,2.806558e-02,6.189421e-01,6.529116e-01,1.353679e-02,6.512640e-01
3.479361e-02,1.834914e-02,5.933193e-01,6.148741e-01,1.353679e-02,5.992114e-01
6.410551e-02,3.338080e-02,4.882051e-01,5.154931e-01,1.353679e-02,1.602321e-01
4.841693e-02,2.276721e-02,6.503820e-01,6.736875e-01,1.353679e-02,6.591322e-01
8.606976e-02,5.617492e-02,6.516826e-01,6.778188e-01,1.353679e-02,9.037461e-02
3.138925e-02,1.267523e-02,6.408313e-01,6.566698e-01,1.353679e-02,7.488525e-01
1.120158e-01,3.239964e-02,7.878113e-01,8.014040e-01,1.353679e-02,4.506994e-01
4.393877e-02,2.330028e-02,7.308461e-01,7.511214e-01,1.353679e-02,5.843421e-01
3.213244e-02,1.719404e-02,6.936687e-01,7.193817e-01,1.353679e-02,2.816866e-01
6.617855e-02,2.716151e-02,7.177151e-01,7.398862e-01,1.353679e-02,6.557857e-01
4.603842e-02,2.380663e-02,7.840767e-01,8.035020e-01,1.353679e-02,3.224820e-01
7.552290e-02,3.943717e-02,7.591174e-01,7.879173e-01,1.353679e-02,1.724670e-01
7.477131e-02,3.374672e-02,7.484215e-01,7.737973e-01,1.353679e-02,6.067406e-01
4.425032e-02,2.099435e-02,5.511519e-01,5.832710e-01,1.353679e-02,7.889491e-01
5.594509e-02,2.201979e-02,6.490127e-01,6.685846e-01,1.353679e-02,5.551428e-01
1.042005e-01,4.383060e-02,7.923484e-01,8.142538e-01,1.353679e-02,5.970073e-01
4.238066e-02,2.032828e-02,6.504743e-01,6.702989e-01,1.353679e-02,7.449429e-01
1.006703e-01,2.496676e-02,6.740365e-01,6.993806e-01,1.353679e-02,6.866044e-01
3.973379e-02,2.438057e-02,7.791345e-01,7.966528e-01,1.353679e-02,4.725527e-01
4.408413e-02,1.904785e-02,7.122896e-01,7.247122e-01,1.353679e-02,2.983505e-01
6.936777e-02,3.151848e-02,7.432461e-01,7.734217e-01,1.353679e-02,6.548205e-01
6.591041e-02,3.711897e-02,5.313014e-01,5.670123e-01,1.353679e-02,2.163538e-01
5.685730e-02,2.479401e-02,7.261834e-01,7.547347e-01,1.353679e-02,5.138021e-01
7.877945e-02,3.695049e-02,7.933913e-01,8.139094e-01,1.353679e-02,1.569671e-01
5.392783e-02,2.319243e-02,7.731494e-01,7.885925e-01,1.353679e-02,5.991862e-01
4.148669e-02,1.928006e-02,5.590908e-01,5.754216e-01,1.353679e-02,2.344643e-01
3.840279e-02,2.056244e-02,6.497275e-01,6.676239e-01,1.353679e-02,3.114645e-01
9.576084e-02,3.781126e-02,7.230991e-01,7.469468e-01,1.353679e-02,5.101759e-01
5.955031e-02,2.631986e-02,6.865585e-01,7.065028e-01,1.353679e-02,6.784550e-01
9.004108e-02,6.275631e-02,7.104668e-01,7.521887e-01,1.353679e-02,1.316975e-01
5.178988e-02,2.162408e-02,6.284403e-01,6.515749e-01,1.353679e-02,7.051987e-01
5.242551e-02,2.548244e-02,7.045760e-01,7.332849e-01,1.353679e-02,6.934934e-01
5.919230e-02,3.112113e-02,7.810870e-01,8.175226e-01,1.353679e-02,5.955295e-01
5.972108e-02,2.374547e-02,7.659307e-01,7.880945e-01,1.353679e-02,6.003146e-01
1.622608e-01,3.690046e-02,7.978069e-01,8.198105e-01,1.353679e-02,1.107679e-01
6.237064e-02,2.381715e-02,7.712975e-01,7.838558e-01,1.353679e-02,3.264399e-01
4.805586e-02,2.849573e-02,7.266191e-01,7.544762e-01,1.353679e-02,6.615915e-01
9.777790e-02,4.123054e-02,8.724205e-01,9.052470e-01,1.353679e-02,3.968634e-01
7.601288e-02,2.796265e-02,7.405248e-01,7.546248e-01,1.353679e-02,1.227817e-01
3.997590e-02,2.289973e-02,7.164612e-01,7.379813e-01,1.353679e-02,3.841351e-01
4.440661e-02,2.599734e-02,7.420390e-01,7.657841e-01,1.353679e-02,5.793211e-01
6.004347e-02,3.262179e-02,7.721161e-01,8.007628e-01,1.353679e-02,2.241249e-01
5.614204e-02,3.046562e-02,6.679435e-01,6.884835e-01,1.353679e-02,1.408448e-01
