# RMSE,MAPE,Lower quantile,Upper quantile,Integrated confidence interval,Fraction covered
4.940500e-02,2.056199e-02,6.562392e-01,6.819264e-01,1.091581e-02,8.124842e-01
8.443307e-02,4.841140e-02,6.496507e-01,6.872129e-01,1.091581e-02,3.217045e-01
2.421319e-02,1.240238e-02,6.514143e-01,6.683937e-01,1.091581e-02,6.688374e-01
5.391311e-02,2.109617e-02,7.962499e-01,8.135027e-01,1.091581e-02,5.790169e-01
3.288702e-02,2.078724e-02,7.225540e-01,7.408304e-01,1.091581e-02,4.308796e-01
3.628282e-02,1.537226e-02,6.949669e-01,7.178082e-01,1.091581e-02,6.997882e-01
7.919888e-02,3.430518e-02,7.203451e-01,7.534676e-01,1.091581e-02,4.221626e-01
3.820002e-02,1.998878e-02,7.794108e-01,8.005221e-01,1.091581e-02,6.484768e-01
7.122144e-02,3.804821e-02,7.667779e-01,7.910593e-01,1.091581e-02,2.843417e-01
7.095312e-02,3.595036e-02,7.485363e-01,7.729026e-01,1.091581e-02,2.164984e-01
5.372410e-02,3.038513e-02,5.418509e-01,5.771812e-01,1.091581e-02,8.013213e-01
3.929199e-02,1.790632e-02,6.524034e-01,6.699345e-01,1.091581e-02,6.604164e-01
1.038457e-01,4.394761e-02,7.993662e-01,8.213158e-01,1.091581e-02,1.541294e-01
3.814109e-02,1.640238e-02,6.536838e-01,6.743323e-01,1.091581e-02,7.330618e-01
7.049685e-02,2.379892e-02,6.724304e-01,7.121258e-01,1.091581e-02,7.580814e-01
3.926364e-02,2.198951e-02,7.753924e-01,7.950150e-01,1.091581e-02,6.098661e-01
4.259828e-02,2.261150e-02,7.094421e-01,7.291704e-01,1.091581e-02,6.143322e-01
6.302998e-02,3.085480e-02,7.392846e-01,7.832376e-01,1.091581e-02,7.464281e-01
4.275018e-02,2.835708e-02,5.206428e-01,5.527400e-01,1.091581e-02,6.595388e-01
3.797705e-02,2.255642e-02,7.282878e-01,7.556814e-01,1.091581e-02,6.621524e-01
7.220476e-02,3.143106e-02,7.854961e-01,8.183557e-01,1.091581e-02,6.533100e-01
4.770123e-02,2.001728e-02,7.705805e-01,7.909352e-01,1.091581e-02,4.539725e-01
3.976201e-02,1.794953e-02,5.575768e-01,5.812105e-01,1.091581e-02,7.429465e-01
4.155001e-02,1.781566e-02,6.481585e-01,6.823692e-01,1.091581e-02,8.406493e-01
7.059273e-02,2.812580e-02,7.213901e-01,7.394885e-01,1.091581e-02,6.785425e-01
4.258215e-02,1.747373e-02,6.893156e-01,7.026600e-01,1.091581e-02,6.255463e-01
9.025858e-02,6.120014e-02,7.207572e-01,7.534403e-01,1.091581e-02,1.428716e-01
5.336279e-02,2.369205e-02,6.186869e-01,6.505474e-01,1.091581e-02,7.612306e-01
5.579658e-02,2.689647e-02,6.935841e-01,7.208728e-01,1.091581e-02,4.825998e-01
6.260147e-02,2.311858e-02,7.947832e-01,8.193790e-01,1.091581e-02,5.358052e-01
5.216273e-02,2.335903e-02,7.679676e-01,7.860512e-01,1.091581e-02,6.252614e-01
1.238428e-01,2.877853e-02,7.985249e-01,8.186138e-01,1.091581e-02,5.805867e-01
9.178758e-02,3.352486e-02,7.753297e-01,7.990084e-01,1.091581e-02,3.388669e-01
4.278538e-02,2.212604e-02,7.274370e-01,7.588531e-01,1.091581e-02,7.051260e-01
8.158848e-02,3.522302e-02,8.683860e-01,8.993014e-01,1.091581e-02,2.438653e-01
6.969352e-02,2.504437e-02,7.395101e-01,7.603479e-01,1.091581e-02,3.505915e-01
3.974459e-02,2.145437e-02,7.185540e-01,7.375069e-01,1.091581e-02,5.995067e-01
2.829836e-02,1.669845e-02,7.445854e-01,7.622691e-01,1.091581e-02,6.820234e-01
5.420881e-02,2.735879e-02,7.764447e-01,8.023158e-01,1.091581e-02,6.856422e-01
5.706928e-02,2.973445e-02,6.530441e-01,6.843201e-01,1.091581e-02,5.227290e-01
