$k_{\rm{s}}$,$k_{\rm{c}}$,$h_{\rm{b}}$,$r_{\rm{b}}$,$l_{\rm{c}}$,$A$,$\omega$,$e_{\rm{v}}$
-1.081133e+00,-9.073463e-01,-4.622654e-01,1.657663e+00,1.484285e+00,-2.387156e+01,-3.025972e+00,-3.907298e+00
-1.104865e+00,-7.849055e-01,-2.088965e-03,1.801517e+00,9.445400e-01,-2.397777e+01,-3.609563e+00,-3.992593e+00
-1.126670e-01,-1.123515e+00,-9.844757e-01,1.409647e+00,1.699204e+00,-2.305801e+01,-3.009468e+00,-3.462180e+00
-5.811868e-01,-5.480811e-01,-3.867807e-01,1.576692e+00,1.362967e+00,-2.346253e+01,-3.323986e+00,-3.638900e+00
-1.573355e+00,-8.886710e-01,-7.204800e-01,1.212107e+00,1.244084e-01,-2.351171e+01,-2.723892e+00,-4.106539e+00
-1.798047e+00,-3.837950e-01,-1.157373e+00,1.115915e+00,2.846034e-01,-2.385073e+01,-3.308192e+00,-3.776426e+00
-7.900852e-01,-1.036886e+00,-1.747978e-01,1.719758e+00,1.046533e+00,-2.317722e+01,-2.939545e+00,-4.183735e+00
-2.592174e-01,-6.206396e-01,-8.933768e-01,1.262674e+00,1.898406e+00,-2.333569e+01,-3.522877e+00,-3.921260e+00
-1.266905e+00,-1.271748e+00,-5.594898e-01,1.901615e+00,6.516061e-01,-2.363075e+01,-3.154229e+00,-3.326604e+00
-1.401268e+00,-4.855423e-01,-9.236890e-01,1.679142e+00,1.546489e+00,-2.361644e+01,-3.205153e+00,-3.689931e+00
-3.777876e-01,-8.261333e-01,-5.901485e-01,1.032027e+00,7.844983e-01,-2.341150e+01,-2.855060e+00,-4.284496e+00
-9.088387e-01,-7.223831e-01,-1.268994e+00,1.950416e+00,1.513751e-01,-2.306997e+01,-3.482305e+00,-3.820498e+00
-1.932227e+00,-1.060991e+00,-2.867662e-01,1.338392e+00,1.398236e+00,-2.389646e+01,-3.132212e+00,-3.413099e+00
-1.688198e+00,-5.581616e-01,-4.374411e-01,1.489271e+00,1.198977e+00,-2.374330e+01,-3.650137e+00,-3.969834e+00
-7.114569e-01,-1.209271e+00,-7.714874e-01,1.846412e+00,4.443740e-01,-2.329247e+01,-3.031488e+00,-3.502166e+00
-2.431200e-01,-3.213334e-01,-1.340590e-01,1.139937e+00,6.243607e-01,-2.319699e+01,-3.427032e+00,-3.598914e+00
-1.219525e+00,-9.744237e-01,-1.116792e+00,1.524357e+00,1.862859e+00,-2.377724e+01,-2.808382e+00,-4.129297e+00
-1.159670e+00,-3.552973e-01,-6.374384e-01,1.306796e+00,5.811913e-02,-2.327983e+01,-2.971568e+00,-3.557367e+00
-1.833484e-01,-9.444231e-01,-9.589791e-01,1.919503e+00,1.303996e+00,-2.370001e+01,-3.588272e+00,-4.151924e+00
-6.521147e-01,-5.862711e-01,-2.496487e-01,1.062868e+00,1.639753e+00,-2.379501e+01,-2.749089e+00,-3.953065e+00
-1.628894e+00,-1.177320e+00,-1.223532e+00,1.710796e+00,8.787308e-01,-2.324638e+01,-3.365792e+00,-3.545672e+00
-1.993967e+00,-6.879188e-01,-8.067878e-01,1.617534e+00,7.186046e-01,-2.339118e+01,-2.914357e+00,-3.836775e+00
-9.706317e-01,-1.091469e+00,-4.847206e-01,1.234254e+00,1.956118e+00,-2.356524e+01,-3.266411e+00,-3.369114e+00
-4.390301e-01,-4.569575e-01,-1.071341e+00,1.752022e+00,1.104741e+00,-2.390628e+01,-3.192104e+00,-3.731976e+00
-1.462578e+00,-8.585825e-01,-9.693073e-02,1.396151e+00,3.511064e-01,-2.311165e+01,-3.544158e+00,-4.262350e+00
-1.330096e+00,-6.487931e-01,-1.020323e+00,1.181249e+00,1.456223e+00,-2.312553e+01,-2.875738e+00,-3.875647e+00
-3.224928e-01,-1.239844e+00,-4.628068e-02,1.545058e+00,2.186486e-01,-2.383090e+01,-3.242441e+00,-3.345242e+00
-8.537895e-01,-4.178356e-01,-6.744605e-01,1.441229e+00,8.512764e-01,-2.367194e+01,-3.091018e+00,-3.755848e+00
-1.861790e+00,-1.006961e+00,-3.527613e-01,1.832440e+00,1.604972e+00,-2.334600e+01,-3.457720e+00,-4.223478e+00
-1.508142e+00,-5.194187e-01,-2.189792e-01,1.996014e+00,1.804162e+00,-2.301424e+01,-3.072661e+00,-3.658999e+00
-5.160274e-01,-9.210450e-01,-1.193230e+00,1.355781e+00,5.583462e-01,-2.396561e+01,-3.674716e+00,-4.066300e+00
-4.695567e-02,-7.503963e-01,-5.254597e-01,1.626602e+00,3.788396e-01,-2.356061e+01,-2.787709e+00,-4.038689e+00
-1.039223e+00,-1.153946e+00,-8.473680e-01,1.021581e+00,1.139801e+00,-2.348079e+01,-3.389765e+00,-3.444041e+00
-1.054764e+00,-6.230861e-01,-5.347856e-01,1.531660e+00,1.706730e+00,-2.309740e+01,-3.323004e+00,-3.535417e+00
-3.142083e-02,-1.282038e+00,-8.583509e-01,1.179512e+00,9.682324e-01,-2.392374e+01,-2.924082e+00,-3.942810e+00
-5.003074e-01,-3.892218e-01,-1.894743e-01,1.838027e+00,1.007452e-01,-2.358118e+01,-3.538282e+00,-4.158271e+00
-1.523863e+00,-1.050094e+00,-1.161730e+00,1.450780e+00,1.355349e+00,-2.337645e+01,-3.139360e+00,-3.563714e+00
-1.845951e+00,-5.378020e-01,-7.059611e-01,1.345799e+00,1.054609e+00,-2.323208e+01,-3.625395e+00,-4.256978e+00
-8.696218e-01,-8.861746e-01,-3.822663e-01,1.989882e+00,3.077474e-01,-2.381248e+01,-2.993074e+00,-3.726603e+00
-3.379001e-01,-7.716863e-01,-1.009340e+00,1.023749e+00,6.283711e-01,-2.371606e+01,-3.340445e+00,-3.378391e+00
-1.314687e+00,-1.118137e+00,-3.695481e-02,1.640546e+00,1.890361e+00,-2.326503e+01,-2.708125e+00,-3.846052e+00
-1.446868e+00,-3.266831e-01,-1.120995e+00,1.910013e+00,8.077342e-01,-2.349779e+01,-3.664929e+00,-4.232755e+00
-4.547461e-01,-9.875562e-01,-1.488990e-01,1.301148e+00,1.554535e+00,-2.354676e+01,-3.016007e+00,-3.765124e+00
-9.861628e-01,-5.605635e-01,-7.362975e-01,1.712472e+00,1.390161e+00,-2.395034e+01,-3.442447e+00,-3.339870e+00
-1.978438e+00,-1.219515e+00,-4.128909e-01,1.076328e+00,1.282319e-01,-2.303074e+01,-2.793525e+00,-3.870275e+00
-1.644307e+00,-7.092084e-01,-3.214784e-01,1.220371e+00,4.680361e-01,-2.336293e+01,-3.220996e+00,-3.450388e+00
-6.366963e-01,-1.055661e+00,-1.294022e+00,1.615305e+00,1.206595e+00,-2.365820e+01,-2.838676e+00,-4.045036e+00
-1.675043e-01,-4.753402e-01,-5.854701e-01,1.402223e+00,1.855332e+00,-2.381564e+01,-3.498745e+00,-4.056045e+00
-1.175512e+00,-8.237126e-01,-9.093242e-01,1.762064e+00,6.006672e-01,-2.314198e+01,-3.116425e+00,-3.648744e+00
-1.235301e+00,-4.427760e-01,-1.028759e-01,1.045422e+00,1.295929e+00,-2.364458e+01,-2.898512e+00,-4.100191e+00
-2.273468e-01,-8.521837e-01,-1.086970e+00,1.680884e+00,3.496836e-02,-2.331867e+01,-3.282793e+00,-3.632554e+00
-6.959907e-01,-6.786020e-01,-4.487416e-01,1.332809e+00,9.019744e-01,-2.316073e+01,-3.175666e+00,-3.472435e+00
-1.703670e+00,-1.089994e+00,-7.804956e-01,1.940862e+00,1.647791e+00,-2.386601e+01,-3.559947e+00,-4.002848e+00
-1.916627e+00,-5.926277e-01,-1.259986e+00,1.856389e+00,1.948599e+00,-2.352546e+01,-2.956778e+00,-3.317327e+00
-9.244364e-01,-1.191521e+00,-2.754657e-01,1.495406e+00,6.949035e-01,-2.344561e+01,-3.603755e+00,-3.911984e+00
-3.934447e-01,-3.568140e-01,-9.535116e-01,1.522192e+00,3.747763e-01,-2.304154e+01,-2.733671e+00,-4.189106e+00
-1.385605e+00,-9.537210e-01,-6.213315e-01,1.125988e+00,1.112351e+00,-2.399300e+01,-3.380648e+00,-3.781798e+00
-1.251429e+00,-7.411241e-01,-8.212295e-01,1.419139e+00,1.949779e-01,-2.375981e+01,-3.056827e+00,-3.418470e+00
-2.746950e-01,-1.152518e+00,-4.893171e-01,1.807160e+00,1.448612e+00,-2.321127e+01,-3.691109e+00,-3.825871e+00
-8.058700e-01,-5.053142e-01,-1.209023e+00,1.210427e+00,1.612490e+00,-2.330720e+01,-2.771252e+00,-4.275219e+00
-1.782268e+00,-9.147217e-01,-2.247704e-01,1.563235e+00,8.749765e-01,-2.372735e+01,-3.405534e+00,-3.680655e+00
-1.589006e+00,-4.192753e-01,-3.368082e-01,1.733645e+00,5.351036e-01,-2.387899e+01,-2.860928e+00,-4.139552e+00
-5.655339e-01,-1.016184e+00,-6.688293e-01,1.118142e+00,1.796125e+00,-2.308427e+01,-3.257905e+00,-3.609170e+00
-9.707286e-02,-6.551051e-01,-7.226162e-02,1.895540e+00,1.147869e+00,-2.342633e+01,-3.075611e+00,-3.495819e+00
-1.120453e+00,-1.253998e+00,-1.056623e+00,1.252636e+00,4.019914e-01,-2.360042e+01,-3.472587e+00,-3.963488e+00
-1.065604e+00,-3.756986e-01,-7.595617e-01,1.147463e+00,1.925287e+00,-2.373786e+01,-3.185805e+00,-3.815327e+00
-8.893833e-02,-1.028758e+00,-4.303087e-01,1.500713e+00,6.872247e-01,-2.328302e+01,-3.553484e+00,-3.409971e+00
-6.205405e-01,-6.447267e-01,-1.102962e+00,1.481723e+00,2.577143e-01,-2.319046e+01,-2.908880e+00,-3.695014e+00
-1.596992e+00,-1.295867e+00,-1.262898e-01,1.870064e+00,1.010922e+00,-2.376692e+01,-3.276559e+00,-4.287716e+00
-1.774900e+00,-7.930063e-01,-6.029973e-01,1.958443e+00,1.335102e+00,-2.362261e+01,-2.754811e+00,-3.594262e+00
-7.512219e-01,-1.131646e+00,-9.324394e-01,1.315218e+00,8.977375e-02,-2.342170e+01,-3.355890e+00,-4.126628e+00
-2.824557e-01,-5.239886e-01,-2.989783e-01,1.671123e+00,9.723977e-01,-2.307528e+01,-2.977629e+00,-3.974459e+00
-1.305676e+00,-8.645494e-01,-1.275840e+00,1.055177e+00,1.733846e+00,-2.390556e+01,-3.578708e+00,-3.504867e+00
-1.424475e+00,-5.822503e-01,-1.670289e-01,1.270209e+00,5.896651e-01,-2.385702e+01,-2.777714e+00,-3.618134e+00
-4.165901e-01,-1.233389e+00,-1.143542e+00,1.877972e+00,1.835054e+00,-2.318729e+01,-3.395394e+00,-4.087756e+00
-8.856612e-01,-3.132363e-01,-5.523571e-01,1.108373e+00,1.233680e+00,-2.334088e+01,-3.063060e+00,-4.013331e+00
-1.893394e+00,-9.662967e-01,-8.814514e-01,1.743423e+00,4.721707e-01,-2.363997e+01,-3.680740e+00,-3.480995e+00
-1.727521e+00,-4.614513e-01,-9.913215e-01,1.584732e+00,1.870551e-01,-2.397221e+01,-3.100369e+00,-3.900951e+00
-7.351244e-01,-8.020105e-01,-1.430125e-02,1.188940e+00,1.425057e+00,-2.304867e+01,-3.451446e+00,-3.308340e+00
-2.038276e-01,-7.304833e-01,-7.292306e-01,1.793500e+00,1.510817e+00,-2.345612e+01,-2.885976e+00,-3.796645e+00
-1.195828e+00,-1.069123e+00,-3.996293e-01,1.432807e+00,7.576706e-01,-2.350127e+01,-3.237053e+00,-4.202092e+00
-1.136523e+00,-6.961455e-01,-1.181292e+00,1.650300e+00,1.077913e+00,-2.300405e+01,-3.513250e+00,-3.751193e+00
-1.444853e-01,-1.099726e+00,-2.118592e-01,1.013987e+00,3.154344e-01,-2.395945e+01,-3.160227e+00,-4.220807e+00
-6.753527e-01,-4.329833e-01,-8.335256e-01,1.972293e+00,7.454249e-01,-2.355151e+01,-3.298232e+00,-3.880269e+00
-1.667666e+00,-8.345792e-01,-5.177030e-01,1.363382e+00,1.991798e+00,-2.347548e+01,-2.945209e+00,-3.347942e+00
-1.954705e+00,-3.470674e-01,-5.912203e-02,1.464456e+00,1.667550e+00,-2.313499e+01,-3.334197e+00,-4.033515e+00
-9.469037e-01,-9.361621e-01,-1.029081e+00,1.824344e+00,9.134342e-01,-2.383633e+01,-2.718477e+00,-3.440912e+00
-4.783831e-01,-6.102476e-01,-3.649660e-01,1.158030e+00,3.031481e-02,-2.368226e+01,-3.618948e+00,-3.664079e+00
-1.486215e+00,-1.201329e+00,-6.813139e-01,1.553131e+00,1.269301e+00,-2.335253e+01,-3.003229e+00,-4.069518e+00
-1.369419e+00,-4.954460e-01,-4.769641e-01,1.775733e+00,4.134818e-01,-2.340052e+01,-3.421581e+00,-3.932754e+00
-3.461601e-01,-8.970403e-01,-7.929452e-01,1.388562e+00,1.167658e+00,-2.357080e+01,-2.818557e+00,-3.527406e+00
-8.144973e-01,-7.586224e-01,-8.981052e-02,1.593815e+00,1.769527e+00,-2.391672e+01,-3.643804e+00,-3.577584e+00
-1.838091e+00,-1.162203e+00,-1.059403e+00,1.241865e+00,5.304807e-01,-2.311806e+01,-3.040779e+00,-4.170280e+00
-1.531349e+00,-6.727712e-01,-9.658323e-01,1.086104e+00,8.156650e-01,-2.326976e+01,-3.488392e+00,-3.711207e+00
-5.548292e-01,-1.263851e+00,-6.496432e-01,1.702702e+00,1.578083e+00,-2.369373e+01,-3.122674e+00,-4.243566e+00
-2.377887e-02,-4.096052e-01,-1.232290e+00,1.283582e+00,1.491842e+00,-2.378579e+01,-3.210841e+00,-3.857511e+00
-1.000390e+00,-9.987006e-01,-2.624898e-01,1.927589e+00,2.455297e-01,-2.324119e+01,-2.845123e+00,-3.387928e+00
-1.007941e+00,-7.155197e-01,-9.469684e-01,1.372270e+00,1.348447e+00,-2.351288e+01,-3.645552e+00,-3.488560e+00
-1.574145e-02,-1.063891e+00,-6.278499e-01,1.979061e+00,1.015856e-01,-2.346819e+01,-3.027879e+00,-3.958418e+00
-5.472521e-01,-4.845326e-01,-1.250987e+00,1.007312e+00,9.534592e-01,-2.306023e+01,-3.430640e+00,-4.142661e+00
-1.539421e+00,-8.309844e-01,-2.844493e-01,1.641381e+00,1.715449e+00,-2.398434e+01,-2.812968e+00,-3.610577e+00
-1.830518e+00,-3.203885e-01,-4.550021e-01,1.561791e+00,1.875569e+00,-2.362811e+01,-3.201804e+00,-4.272591e+00
-8.225572e-01,-9.793396e-01,-7.742500e-01,1.165026e+00,6.370715e-01,-2.332954e+01,-2.850734e+00,-3.679743e+00
-3.536995e-01,-5.513555e-01,-1.116013e-01,1.817439e+00,3.008343e-01,-2.317550e+01,-3.486631e+00,-3.425249e+00
-1.361385e+00,-1.212228e+00,-1.078269e+00,1.455766e+00,1.055438e+00,-2.384562e+01,-3.135561e+00,-3.830444e+00
-1.493796e+00,-5.470099e-01,-8.124045e-02,1.248556e+00,1.370886e-01,-2.389376e+01,-3.303867e+00,-4.185868e+00
-4.703168e-01,-8.934615e-01,-1.047619e+00,1.602780e+00,1.375647e+00,-2.306388e+01,-2.936195e+00,-3.780764e+00
-9.393574e-01,-7.779807e-01,-3.433314e-01,1.379689e+00,1.555634e+00,-2.340984e+01,-3.526227e+00,-3.324229e+00
-1.962745e+00,-1.126354e+00,-6.622913e-01,1.769012e+00,8.009697e-01,-2.361127e+01,-3.158555e+00,-3.917168e+00
-1.660123e+00,-6.138941e-01,-1.200317e+00,1.934540e+00,6.017857e-01,-2.377847e+01,-3.605954e+00,-3.466030e+00
-6.833813e-01,-1.274766e+00,-2.334913e-01,1.292287e+00,1.848586e+00,-2.320259e+01,-3.004883e+00,-3.998144e+00
-1.520540e-01,-3.829107e-01,-8.149894e-01,1.694089e+00,1.215463e+00,-2.329463e+01,-3.328571e+00,-4.102935e+00
-1.128461e+00,-1.041863e+00,-4.955821e-01,1.079123e+00,4.535334e-01,-2.374993e+01,-2.727500e+00,-3.633107e+00
-1.188236e+00,-4.109055e-01,-1.012963e+00,1.863145e+00,1.648902e+00,-2.324465e+01,-3.068213e+00,-4.053302e+00
-2.119135e-01,-1.009798e+00,-3.331651e-02,1.473048e+00,8.952060e-01,-2.378989e+01,-3.671245e+00,-3.648191e+00
-7.426893e-01,-6.477281e-01,-7.071196e-01,1.509357e+00,4.382878e-02,-2.369738e+01,-2.791181e+00,-3.456792e+00
-1.719470e+00,-1.244636e+00,-3.810830e-01,1.154474e+00,1.281403e+00,-2.327368e+01,-3.394212e+00,-4.049740e+00
-1.900948e+00,-7.495106e-01,-1.855777e-01,1.048517e+00,1.121230e+00,-2.311386e+01,-2.872496e+00,-3.332969e+00
-8.776140e-01,-1.158917e+00,-1.165651e+00,1.662189e+00,3.602699e-01,-2.391286e+01,-3.238222e+00,-3.865091e+00
-4.090019e-01,-5.126755e-01,-5.333444e-01,1.324122e+00,6.960260e-01,-2.356642e+01,-3.095236e+00,-4.235993e+00
-1.432550e+00,-9.240688e-01,-8.598071e-01,1.965195e+00,1.941842e+00,-2.339684e+01,-3.460963e+00,-3.766158e+00
-1.298114e+00,-5.852666e-01,-5.842923e-01,1.734794e+00,8.601918e-01,-2.334815e+01,-2.910138e+00,-3.371612e+00
-2.905118e-01,-1.182174e+00,-9.104872e-01,1.101407e+00,1.621213e+00,-2.367858e+01,-3.263169e+00,-3.841478e+00
-7.588185e-01,-3.484277e-01,-3.178347e-01,1.884907e+00,1.441707e+00,-2.383214e+01,-3.195347e+00,-4.259606e+00
-1.766817e+00,-9.473215e-01,-1.297641e+00,1.278929e+00,1.958296e-01,-2.313113e+01,-3.548378e+00,-3.727516e+00
-1.604577e+00,-4.501528e-01,-7.377584e-01,1.423949e+00,3.950670e-01,-2.347912e+01,-2.968097e+00,-4.155162e+00
-6.124611e-01,-8.615459e-01,-4.114548e-01,1.786763e+00,1.148702e+00,-2.355543e+01,-3.583824e+00,-3.562307e+00
-8.138036e-02,-6.869715e-01,-1.124912e+00,1.195646e+00,1.781329e+00,-2.396291e+01,-2.753537e+00,-3.542676e+00
-1.073648e+00,-1.096380e+00,-1.449974e-01,1.593681e+00,5.438156e-01,-2.300816e+01,-3.369263e+00,-3.947880e+00
-1.112426e+00,-4.707803e-01,-3.562975e-01,1.947630e+00,1.003909e+00,-2.315341e+01,-2.766149e+00,-3.862215e+00
-1.046178e-01,-8.094204e-01,-6.899973e-01,1.341697e+00,2.585814e-01,-2.382741e+01,-3.415079e+00,-3.394332e+00
-5.735958e-01,-7.369007e-01,-5.291878e-02,1.671965e+00,6.724553e-01,-2.366944e+01,-3.043440e+00,-3.710654e+00
-1.581434e+00,-1.077460e+00,-1.035309e+00,1.038746e+00,1.933904e+00,-2.337487e+01,-3.692370e+00,-4.240823e+00
-1.790334e+00,-5.729352e-01,-8.425463e-01,1.132984e+00,1.719096e+00,-2.301858e+01,-3.088988e+00,-3.578618e+00
-7.982865e-01,-1.225996e+00,-5.086575e-01,1.530852e+00,9.810332e-01,-2.393882e+01,-3.471316e+00,-4.173518e+00
-2.666564e-01,-3.068042e-01,-1.187858e+00,1.486716e+00,8.277289e-02,-2.353478e+01,-2.866049e+00,-3.927570e+00
-1.258978e+00,-9.579430e-01,-2.052786e-01,1.849485e+00,1.335980e+00,-2.348609e+01,-3.248376e+00,-3.520505e+00
-1.377548e+00,-7.994388e-01,-1.238513e+00,1.572199e+00,4.811381e-01,-2.325305e+01,-3.174480e+00,-3.664991e+00
-4.010194e-01,-1.139999e+00,-2.562818e-01,1.217118e+00,1.219140e+00,-2.370436e+01,-3.573409e+00,-4.072146e+00
-9.324666e-01,-5.333040e-01,-9.745208e-01,1.800439e+00,1.836150e+00,-2.380032e+01,-2.889012e+00,-4.028942e+00
-1.909087e+00,-8.719424e-01,-6.409796e-01,1.410266e+00,5.830036e-01,-2.322056e+01,-3.287941e+00,-3.434133e+00
-1.711704e+00,-3.692810e-01,-8.322542e-02,1.261341e+00,7.587471e-01,-2.338770e+01,-2.743183e+00,-3.885339e+00
-6.884393e-01,-1.020421e+00,-1.065963e+00,1.902490e+00,1.504136e+00,-2.359313e+01,-3.375512e+00,-3.355201e+00
-2.192779e-01,-6.353975e-01,-4.679231e-01,1.111161e+00,1.434012e+00,-2.393516e+01,-2.957942e+00,-3.749786e+00
-1.242879e+00,-1.288457e+00,-8.019713e-01,1.725031e+00,1.725028e-01,-2.310916e+01,-3.590271e+00,-4.217698e+00
-1.183588e+00,-6.655312e-01,-3.004817e-01,1.442105e+00,1.992883e+00,-2.360418e+01,-3.440780e+00,-3.798052e+00
-1.599187e-01,-1.254627e+00,-1.274361e+00,1.831107e+00,7.387672e-01,-2.343062e+01,-2.806506e+00,-4.205201e+00
-6.286541e-01,-4.013419e-01,-6.069557e-01,1.186523e+00,3.243978e-01,-2.308809e+01,-3.655920e+00,-3.895882e+00
-1.651866e+00,-9.924222e-01,-9.284958e-01,1.540304e+00,1.063384e+00,-2.388322e+01,-3.021646e+00,-3.301081e+00
-1.970384e+00,-5.026998e-01,-1.101821e+00,1.631612e+00,1.278245e+00,-2.372333e+01,-3.507772e+00,-4.017904e+00
-9.937260e-01,-9.062813e-01,-1.274159e-01,1.017089e+00,1.576644e-02,-2.330364e+01,-3.110804e+00,-3.487774e+00
-4.628260e-01,-7.668708e-01,-7.559555e-01,1.996634e+00,9.145070e-01,-2.320720e+01,-3.222655e+00,-3.617222e+00
-1.439271e+00,-1.168466e+00,-4.338901e-01,1.354702e+00,1.660880e+00,-2.375632e+01,-2.825686e+00,-4.085128e+00
-1.322734e+00,-3.388187e-01,-7.252915e-01,1.069362e+00,5.157226e-01,-2.398892e+01,-3.532688e+00,-3.979643e+00
-3.303434e-01,-9.298997e-01,-4.035931e-01,1.703843e+00,1.778140e+00,-2.303804e+01,-3.148416e+00,-3.511769e+00
-8.615488e-01,-6.029936e-01,-9.898384e-01,1.309868e+00,1.160650e+00,-2.344160e+01,-3.310100e+00,-3.593228e+00
-1.853542e+00,-1.192088e+00,-1.579924e-02,1.916949e+00,4.143373e-01,-2.352191e+01,-2.925827e+00,-4.123389e+00
-1.515779e+00,-7.044089e-01,-5.559436e-01,1.755328e+00,2.385404e-01,-2.386984e+01,-3.353329e+00,-3.695567e+00
-5.079019e-01,-1.106004e+00,-8.778500e-01,1.393365e+00,1.492717e+00,-2.316496e+01,-2.706359e+00,-4.290459e+00
-3.947142e-02,-4.402234e-01,-1.681499e-01,1.624254e+00,1.563336e+00,-2.332244e+01,-3.631002e+00,-3.810623e+00
-1.047195e+00,-8.438033e-01,-1.142397e+00,1.227077e+00,8.242893e-01,-2.364887e+01,-2.984032e+00,-3.403567e+00
-1.031669e+00,-3.121651e-01,-2.403072e-01,1.717731e+00,2.661310e-01,-2.377304e+01,-3.104954e+00,-3.311334e+00
-5.500363e-02,-9.710872e-01,-1.212559e+00,1.071588e+00,1.027641e+00,-2.319313e+01,-3.455055e+00,-3.906135e+00
-5.236149e-01,-5.753254e-01,-5.043029e-01,1.910874e+00,1.910265e+00,-2.328810e+01,-2.882367e+00,-4.198852e+00
-1.500068e+00,-1.236228e+00,-8.278676e-01,1.299830e+00,6.648758e-01,-2.373962e+01,-3.232468e+00,-3.791704e+00
-1.869381e+00,-7.237377e-01,-1.039821e+00,1.402857e+00,9.891312e-01,-2.389993e+01,-2.781064e+00,-4.090497e+00
