$k_{\rm{s}}$,$k_{\rm{c}}$,$h_{\rm{b}}$,$r_{\rm{b}}$,$l_{\rm{c}}$,$A$,$\omega$,$e_{\rm{v}}$
5.604942e-02,1.814997e-01,1.509282e-01,2.625061e+01,1.566671e+00,1.738562e-24,8.773500e-04,3.815308e-04
5.312574e-01,7.038530e-02,3.241029e-01,6.414466e+01,2.809393e+01,6.147914e-24,2.036533e-04,1.493239e-04
1.563616e-01,3.123818e-01,6.179832e-02,1.623404e+01,4.097224e+01,4.929523e-24,1.693354e-03,5.306164e-05
1.650944e-02,1.216966e-01,5.959772e-01,3.657923e+01,7.498536e+00,1.873500e-24,3.930669e-04,2.086147e-04
2.576283e-02,3.808243e-01,4.604599e-01,5.415581e+01,3.428496e+00,1.321327e-24,1.377437e-03,7.251842e-05
2.719356e-01,9.634218e-02,2.143733e-01,1.312629e+01,6.253527e+01,8.236326e-24,5.521987e-04,2.459406e-04
7.997001e-01,2.212559e-01,8.467172e-01,7.862122e+01,1.405623e+01,3.746907e-24,8.402125e-04,3.192869e-04
7.577861e-02,5.571884e-02,8.777624e-02,1.789105e+01,2.523431e+00,2.509487e-24,3.368317e-04,1.087708e-04
8.597980e-02,4.210187e-01,1.739556e-01,1.404309e+01,8.419520e+01,1.828673e-24,6.519207e-04,1.529935e-04
8.148200e-01,9.359265e-02,3.712712e-01,3.167474e+01,4.866589e+00,5.211764e-24,2.795863e-04,3.890709e-04
2.395849e-01,2.266070e-01,7.889287e-02,3.031955e+01,1.810149e+00,6.449683e-24,1.233445e-03,2.018303e-04
2.529346e-02,5.059801e-02,7.476703e-01,7.414201e+01,1.025467e+01,1.710315e-24,5.289819e-04,5.155653e-05
1.679189e-02,1.610622e-01,2.494610e-01,9.087464e+01,2.163226e+01,2.384473e-24,1.758687e-03,2.545295e-04
1.773283e-01,7.385068e-02,1.168317e-01,2.066419e+01,1.229628e+00,3.787080e-24,4.406663e-04,7.470892e-05
5.218483e-01,2.992343e-01,5.023677e-01,4.689458e+01,9.384209e+00,8.408538e-24,1.052861e-03,1.060575e-04
4.946796e-02,1.366000e-01,5.298585e-02,1.135474e+01,5.418090e+01,1.242921e-24,2.638106e-04,3.127034e-04
3.762917e-02,2.616675e-01,6.807240e-01,1.862981e+01,3.887452e+00,1.389898e-24,1.668345e-03,2.409161e-04
3.831862e-01,5.842666e-02,7.185509e-02,7.550434e+01,6.839973e+01,6.496900e-24,4.023515e-04,8.170420e-05
1.301184e-01,4.861426e-01,2.803128e-01,1.283432e+01,1.712697e+01,4.561652e-24,8.648483e-04,9.697713e-05
1.278220e-02,1.080695e-01,1.313858e-01,5.538892e+01,2.965997e+00,2.291048e-24,2.085737e-04,3.303732e-04
1.872747e-02,3.455801e-01,1.020184e-01,3.843545e+01,1.538350e+00,1.066075e-24,7.936544e-04,1.256170e-04
1.840245e-01,1.577573e-01,9.676064e-01,1.545040e+01,2.661072e+01,8.939752e-24,3.536341e-04,4.916545e-04
6.254209e-01,1.860016e-01,1.865389e-01,6.215839e+01,3.242029e+01,3.498477e-24,1.300242e-03,1.597184e-04
6.370479e-02,8.528592e-02,3.984471e-01,2.708986e+01,5.723618e+00,3.153029e-24,5.793578e-04,6.279257e-05
7.302586e-02,2.013050e-01,6.587306e-02,4.469920e+01,1.196501e+01,9.907176e-24,3.067259e-04,1.773401e-04
7.169926e-01,7.948296e-02,6.139610e-01,1.032731e+01,2.067447e+00,1.097872e-24,6.914698e-04,6.014405e-05
2.111773e-01,3.689918e-01,1.467149e-01,9.381957e+01,5.564485e+00,2.808591e-24,5.032323e-04,1.317439e-04
2.149484e-02,1.463595e-01,3.035967e-01,2.308779e+01,9.812922e+01,3.345980e-24,1.134466e-03,4.488053e-04
1.109929e-02,4.497101e-01,8.727261e-01,2.913775e+01,4.651035e+01,7.328340e-24,4.632367e-04,9.257305e-05
1.130046e-01,1.158345e-01,9.352321e-02,6.673347e+01,8.192834e+00,1.457694e-24,1.912153e-03,3.623164e-04
3.323662e-01,2.453310e-01,4.315529e-01,1.438897e+01,1.072296e+00,2.078473e-24,2.404650e-04,2.167312e-04
3.264259e-02,6.290297e-02,2.082985e-01,3.573808e+01,1.859091e+01,4.440910e-24,9.925935e-04,8.520827e-05
4.271506e-02,3.195611e-01,3.334540e-01,5.966687e+01,2.591086e+00,3.976271e-24,3.788076e-04,1.167471e-04
4.506506e-01,1.267534e-01,1.610849e-01,2.446597e+01,1.471154e+01,2.686603e-24,1.518598e-03,2.968887e-04
1.532861e-01,1.743322e-01,8.131852e-01,3.924779e+01,5.882033e+01,1.211383e-24,2.270892e-04,2.644940e-04
1.451806e-02,6.883302e-02,8.721623e-02,1.745280e+01,3.392194e+00,7.619779e-24,9.103757e-04,6.756476e-05
2.942053e-02,2.124364e-01,1.081852e-01,1.219281e+01,6.541314e+00,5.373252e-24,3.247939e-04,1.944432e-04
2.787217e-01,5.446893e-02,2.240561e-01,5.043157e+01,3.785146e+01,2.024288e-24,7.539212e-04,5.707347e-05
9.467191e-01,3.893990e-01,5.857474e-02,1.921243e+01,3.103431e+01,1.637604e-24,6.154015e-04,1.388318e-04
9.991018e-02,1.002996e-01,5.463993e-01,8.464266e+01,1.760069e+00,5.738662e-24,1.428488e-03,4.093287e-04
9.818811e-02,1.925220e-01,1.129878e-01,2.356516e+01,2.230731e+01,3.069854e-24,2.261770e-04,3.246684e-04
9.644030e-01,8.631945e-02,2.355863e-01,9.529297e+01,1.263530e+00,3.402594e-24,9.378224e-04,1.100480e-04
2.836272e-01,3.276932e-01,5.610644e-02,1.016979e+01,8.983782e+00,8.705113e-24,3.709882e-04,7.200113e-05
2.887881e-02,1.475759e-01,5.194583e-01,4.379060e+01,5.193373e+01,1.036707e-24,1.538269e-03,2.451450e-04
1.477345e-02,4.782021e-01,3.507502e-01,3.645780e+01,7.508775e+01,2.354452e-24,6.283421e-04,5.338370e-05
1.504675e-01,1.048722e-01,1.681706e-01,1.462265e+01,4.335823e+00,4.682289e-24,1.410153e-03,2.090531e-04
4.428947e-01,2.809600e-01,7.733902e-01,6.568092e+01,1.999099e+00,6.675792e-24,3.261138e-04,3.756218e-04
4.351256e-02,6.134395e-02,8.350854e-02,2.856051e+01,1.136156e+01,1.426862e-24,7.318790e-04,1.477596e-04
3.207779e-02,2.837854e-01,8.293914e-01,1.772378e+01,1.371162e+00,1.277139e-24,4.967446e-04,6.518267e-05
3.385971e-01,1.278023e-01,8.961499e-02,4.006634e+01,2.374910e+01,8.632120e-24,1.158257e-03,1.656670e-04
1.149854e-01,1.667321e-01,4.535953e-01,2.397117e+01,3.594465e+01,3.891904e-24,2.976963e-04,4.739925e-04
1.089570e-02,7.475600e-02,2.176250e-01,5.875054e+01,6.323677e+00,2.447543e-24,6.941369e-04,1.210131e-04
2.187140e-02,2.432797e-01,6.304965e-02,8.600818e+01,3.997474e+00,1.665433e-24,2.477685e-04,3.419556e-04
2.073092e-01,5.311704e-02,5.841290e-01,1.960141e+01,7.056452e+01,6.272036e-24,9.888188e-04,1.004283e-04
7.046054e-01,4.140848e-01,1.531125e-01,4.944118e+01,1.642339e+01,5.074260e-24,4.692766e-04,7.889789e-05
7.439421e-02,9.081069e-02,3.194611e-01,1.199840e+01,2.841407e+00,1.778547e-24,1.872835e-03,2.327519e-04
6.482823e-02,3.882348e-01,9.705919e-02,7.297005e+01,4.455555e+01,5.693083e-24,8.546473e-04,8.845008e-05
6.138843e-01,9.776916e-02,9.261546e-01,2.971995e+01,7.856082e+00,1.622205e-24,2.131844e-04,2.248067e-04
1.808468e-01,2.250463e-01,1.962820e-01,3.231150e+01,1.106188e+00,2.007354e-24,1.617406e-03,3.493074e-04
1.907788e-02,5.693298e-02,4.158312e-01,1.427165e+01,1.911627e+01,5.324947e-24,4.034480e-04,8.917856e-05
1.256181e-02,1.780285e-01,6.522623e-01,1.118193e+01,1.321996e+01,7.693739e-24,1.341234e-03,4.645483e-04
1.325519e-01,6.935578e-02,6.828874e-02,4.593974e+01,2.292292e+00,1.222199e-24,5.778009e-04,1.364297e-04
3.899403e-01,3.071316e-01,2.928570e-01,2.109219e+01,4.966220e+00,2.713836e-24,8.030887e-04,5.807734e-05
3.693603e-02,1.191053e-01,1.380998e-01,9.229854e+01,8.746662e+01,4.010099e-24,3.459691e-04,1.713333e-04
5.033682e-02,2.598564e-01,2.604400e-01,5.429926e+01,7.247559e+00,4.485906e-24,1.229878e-03,4.249991e-04
5.122574e-01,6.573945e-02,1.228889e-01,1.263011e+01,4.180355e+01,2.096146e-24,5.455457e-04,1.440529e-04
1.742535e-01,4.483036e-01,4.810224e-01,7.671975e+01,2.765076e+01,1.471849e-24,6.377542e-04,5.500392e-05
1.710735e-02,1.128960e-01,5.039172e-02,1.900767e+01,1.569747e+00,7.393802e-24,2.828931e-04,1.872770e-04
2.485554e-02,3.546886e-01,1.829117e-01,2.654293e+01,2.483516e+00,3.318006e-24,1.076224e-03,6.995814e-05
2.440838e-01,1.375480e-01,3.877441e-01,6.120165e+01,1.408321e+01,2.783354e-24,2.607210e-04,2.739639e-04
8.291243e-01,2.056025e-01,7.500463e-02,1.569083e+01,6.044061e+01,1.089148e-24,1.763856e-03,2.866313e-04
8.440181e-02,8.009769e-02,7.161478e-01,3.923568e+01,3.497966e+00,9.813975e-24,4.273036e-04,1.127510e-04
7.719227e-02,3.382359e-01,4.402532e-01,8.864002e+01,1.009043e+01,7.024035e-24,1.713370e-03,1.373363e-04
7.859271e-01,1.550885e-01,2.041751e-01,2.196328e+01,1.813767e+00,1.487960e-24,3.845216e-04,4.033366e-04
2.669342e-01,1.832733e-01,8.852812e-01,4.698567e+01,4.703870e+00,2.140703e-24,9.048153e-04,1.946908e-04
2.621595e-02,8.366417e-02,9.219159e-02,1.093318e+01,8.588233e+01,4.218206e-24,2.030625e-04,5.743507e-05
1.620565e-02,2.673405e-01,1.436990e-01,1.358265e+01,5.237161e+01,9.581240e-24,8.147259e-04,2.638650e-04
1.591159e-01,5.942980e-02,3.099863e-01,3.395093e+01,9.572673e+00,1.151277e-24,3.378191e-04,6.706283e-05
5.411824e-01,4.933962e-01,6.488467e-02,3.067018e+01,1.209965e+00,2.918917e-24,1.361292e-03,1.181490e-04
5.508361e-02,1.101684e-01,6.233348e-01,7.071066e+01,2.167606e+01,3.265224e-24,5.644479e-04,3.016439e-04
4.192298e-02,1.586943e-01,5.774141e-02,3.734212e+01,3.027876e+00,5.584077e-24,6.691440e-04,2.162765e-04
3.971738e-01,7.244379e-02,5.542660e-01,1.648609e+01,1.656302e+01,1.975344e-24,2.670488e-04,8.469418e-05
1.168243e-01,2.928843e-01,1.060423e-01,6.315956e+01,6.857250e+01,1.583742e-24,1.291182e-03,9.355312e-05
1.232858e-02,1.342943e-01,2.285706e-01,2.571972e+01,3.828279e+00,6.017867e-24,5.152983e-04,3.680163e-04
1.942207e-02,4.272863e-01,8.256093e-01,1.825328e+01,5.737823e+00,4.095429e-24,1.806411e-03,1.302149e-04
2.049088e-01,9.540682e-02,8.590868e-02,7.988960e+01,3.192540e+01,2.551942e-24,4.211995e-04,4.413659e-04
6.035623e-01,2.315274e-01,3.404685e-01,1.291699e+01,2.716517e+01,1.161010e-24,1.101686e-03,1.779158e-04
5.716376e-02,5.146869e-02,1.577716e-01,5.309228e+01,1.487657e+00,7.777508e-24,2.568792e-04,6.057619e-05
6.552572e-02,2.160075e-01,5.006316e-01,2.767610e+01,9.837451e+01,2.487801e-24,3.624267e-04,1.592018e-04
6.919605e-01,5.563820e-02,5.316656e-02,6.778086e+01,5.479831e+00,3.710086e-24,1.561329e-03,6.234465e-05
2.351505e-01,3.968790e-01,2.471976e-01,1.536467e+01,2.110561e+00,8.164041e-24,2.208412e-04,1.270920e-04
2.229121e-02,1.017602e-01,1.178974e-01,3.469796e+01,1.157134e+01,1.308532e-24,9.513806e-04,4.999413e-04
1.070572e-02,3.142681e-01,7.910041e-02,4.281660e+01,1.897776e+01,1.890900e-24,3.106191e-04,9.596124e-05
1.014551e-01,1.240848e-01,7.457342e-01,1.040133e+01,1.036971e+00,4.970052e-24,7.748119e-04,3.252565e-04
3.444879e-01,1.710524e-01,1.754060e-01,9.922794e+01,8.213097e+00,6.205857e-24,5.988878e-04,2.414225e-04
3.636880e-02,6.784754e-02,3.682222e-01,2.263091e+01,4.580157e+01,1.752602e-24,1.493873e-03,8.220010e-05
4.756267e-02,4.583332e-01,1.882385e-01,1.173173e+01,3.278858e+00,1.025836e-24,2.932997e-04,1.047990e-04
4.673655e-01,1.175169e-01,3.948270e-01,5.056421e+01,5.999849e+01,9.161346e-24,7.105333e-04,3.077736e-04
1.375470e-01,2.494632e-01,1.023674e-01,2.041118e+01,1.447604e+01,3.617430e-24,4.896662e-04,2.551363e-04
1.401064e-02,6.425573e-02,9.642747e-01,8.259400e+01,2.596195e+00,3.006718e-24,1.186241e-03,7.526812e-05
3.049447e-02,1.975109e-01,2.780074e-01,5.692825e+01,1.731970e+00,1.349472e-24,4.432730e-04,2.015735e-04
3.105261e-01,7.834221e-02,1.324799e-01,2.473800e+01,3.109687e+01,6.839798e-24,1.966259e-03,5.123191e-05
9.131215e-01,3.628913e-01,6.789692e-01,4.209726e+01,3.658778e+01,4.759534e-24,2.338829e-04,1.546596e-04
8.970250e-02,1.432837e-01,7.204491e-02,1.686854e+01,6.672511e+00,2.244567e-24,1.037452e-03,3.948512e-04
9.296739e-02,4.873432e-01,5.750331e-01,5.220731e+01,1.845572e+00,1.686392e-24,7.853194e-04,4.882772e-04
8.810415e-01,1.068840e-01,6.129719e-02,1.179202e+01,1.065715e+01,6.410165e-24,3.507075e-04,1.241267e-04
2.994919e-01,2.658732e-01,3.131101e-01,8.144685e+01,8.133258e+01,5.151133e-24,1.311092e-03,6.326273e-05
3.161786e-02,5.804592e-02,1.486389e-01,1.994481e+01,4.622488e+00,1.821296e-24,5.855067e-04,1.615459e-04
1.350887e-02,1.889132e-01,9.123873e-02,2.528465e+01,9.752843e+00,1.259137e-24,1.655527e-03,8.119002e-05
1.426580e-01,8.469519e-02,8.561702e-01,5.767286e+01,5.524300e+01,8.431888e-24,3.983638e-04,2.384555e-04
4.842529e-01,3.462844e-01,2.212439e-01,1.680337e+01,2.054790e+01,3.844601e-24,8.735054e-04,3.322802e-04
4.590420e-02,1.559596e-01,4.661913e-01,4.081288e+01,1.187860e+00,2.396825e-24,2.101886e-04,9.803333e-05
3.507571e-02,2.302166e-01,1.632568e-01,6.935596e+01,1.747237e+01,2.320612e-24,1.741255e-03,7.689349e-05
3.571834e-01,5.026128e-02,3.437775e-01,2.806988e+01,3.084216e+00,4.574963e-24,4.372810e-04,2.606455e-04
1.051501e-01,4.219987e-01,8.118750e-02,3.452538e+01,3.757549e+00,6.596508e-24,1.061011e-03,3.039916e-04
1.032947e-02,9.255303e-02,7.613465e-01,1.487903e+01,6.500814e+01,1.396902e-24,2.664516e-04,1.035111e-04
2.309636e-02,2.998861e-01,2.421286e-01,1.072717e+01,3.371139e+01,3.109361e-24,6.465263e-04,4.006658e-04
2.269560e-01,1.350625e-01,1.148666e-01,4.298864e+01,5.838853e+00,3.476553e-24,2.766498e-04,1.569369e-04
6.671876e-01,1.636062e-01,5.362296e-01,2.234189e+01,1.462023e+00,8.834508e-24,1.246537e-03,5.003662e-05
6.795903e-02,7.334954e-02,5.712309e-02,9.706893e+01,2.572065e+01,1.061923e-24,5.333954e-04,1.968703e-04
5.927896e-02,1.747359e-01,3.817172e-01,1.596741e+01,5.378493e+00,3.396802e-24,3.214842e-04,5.660158e-05
5.820229e-01,6.806806e-02,1.778226e-01,3.715095e+01,9.326269e+01,2.823139e-24,7.479193e-04,1.918657e-04
1.977344e-01,3.246561e-01,7.019306e-01,2.608180e+01,1.220641e+01,1.112196e-24,6.203400e-04,4.129717e-04
2.012652e-02,1.259103e-01,7.281107e-02,6.463711e+01,2.149870e+00,9.934689e-24,1.443195e-03,1.406172e-04
1.189389e-02,3.955483e-01,1.251177e-01,7.816297e+01,1.019084e+00,4.389246e-24,3.759901e-04,2.952679e-04
1.210945e-01,9.961761e-02,2.688443e-01,1.801742e+01,1.796892e+01,2.070087e-24,1.503916e-03,1.156517e-04
4.117509e-01,2.129002e-01,5.123056e-02,5.329762e+01,4.836297e+01,1.437304e-24,2.293062e-04,6.789718e-05
4.043931e-02,5.385650e-02,4.943715e-01,1.332357e+01,8.357859e+00,7.283437e-24,9.171977e-04,2.671481e-04
